2025-12-21 08:08:27: Server: SSH-2.0-OpenSSH_9.6p1 Ubuntu-3ubuntu13.14
2025-12-21 08:08:27: Server KEXes: sntrup761x25519-sha512@openssh.com,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256,ext-info-s,kex-strict-s-v00@openssh.com
2025-12-21 08:08:27: Server Host Keys: rsa-sha2-512,rsa-sha2-256,ecdsa-sha2-nistp256,ssh-ed25519
2025-12-21 08:08:27: Chosen Host Key: ssh-ed25519
2025-12-21 08:08:27: Ciphers: chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com
2025-12-21 08:08:27: MACs: umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1
2025-12-21 08:08:27: Auth: start: publickey
2025-12-21 08:08:27: Auth: publickey: no keys available
2025-12-21 08:08:27: Auth: start: password
2025-12-21 08:08:28: -- Analysis Started by On File Change, After Delay
2025-12-21 08:08:28: /.git/objects/07/7d0f2eb9a685714816455bc2e9b979370172cc: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/07/fd8afb262a683b0e042e063f5b84edbfbcfaee: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/08/b6b0db9e625989bbcd45609a39cd56cafe6180: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/08/fb8d8353365aa7942e1585e354a5288e755328: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/09/53a2fd50d37b2a6ab15b8dff2c14ada450b822: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/09/742efa284f73ff1f6e4d443e7381348f5ee1ab: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0a/991282691a025b4326ed42e7676fde2984d6e4: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0b/8bb84627723e1de0b1a023ce6a9a3b0c1530db: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0b/8e54c4a1779387a73dca201a8c536ca25c2002: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0b/9a7f1a13a8614cba718391d1cba6b62e3c8af3: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0b/c6332327bcfe7f9378f5564a37641621d19150: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0c/2e7a6d00e7186958516e4403cd7032bc1d029c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0c/3a033ae90c87d7200c0cab02f1279cadea5cb2: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0c/e2aba5212d0a8bac42c7a034344cbc57dd476d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0d/0c3150997d4b1b174ec5163f1965fb99298071: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0d/74242e9cffe6700d8e7e7285c4cf596a6b4a9a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0d/7fbea468495e004fe3fdf94e489793cd1ea8f2: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0d/9e5844ef15cc24c6c30a81d68dda64d82b6979: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0d/e4159e09a559cc621f93cb529b685b2e5f9639: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0e/2b14f36d673320acfd4758512364d487704236: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/00bbf3709d0db87d3d29659356acb7565cbc0f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/03b7859e495f0579301dd167bd3f236eaf2303: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/0d07dc5350f4a470074c692e129104ca37b1b2: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/15b9e33022b113dfa53bff396c8fed84a9842f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/473cdc0933df573560b98a4653d372940f0cad: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/a1e34d1505924b5e29be8fbfb90cfdeb1e5a15: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/a8e0d01962711d9672b3bffa8d3f9cbf070437: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/bcdeb85528db2ca7b143754e7cc0910509bf52: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/cc2adf6b2998e571db6fda026f4e4ebea4c5c1: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/ec1b0b77f39b9f9d1690adbaa833f267e0d80e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/0f/fc8dc35ef88e7d69ed661f20ec7471b9c947b1: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/10/0c65003a49a17527fca5c8625df6fa4277f748: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/10/55a6b1e915f66c900467488a286babec8a7a89: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/12/0d65775fff8ebed54d69ff84bc8a1add6f775d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/12/34c1f4dcdb9f3b5a50680a3d3cf6f779e805bd: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/12/d1a9154760bbf0886292bd06f64dbf3a9a9a65: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/14/3c14c6bc4a5c470f8971911965bcd92b72cbcb: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/14/911e5be3bf9ac74e84f8ea64f8c83b6725d983: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/14/c82192d9cd67e43eafa88d4a7b1b227175e5da: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/26e42baed774b44b070fd60d75cecd3b1ecb9a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/30850120b1341a9dd2252f621ad1b4c22c4752: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/45c225b2e3ad013fc6d1215b253df0addcd7ed: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/7f48d1121bde1502d3516503b0370cefa8cde3: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/90c31ef48fb9a4ddcdbef0df26780b14a1cd0c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/c7885f7dd16d97b237c13be19221f93abfb5d5: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/c9bd3ae6e294062c439a43e28c48ed06e8ffff: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/15/e79a97e5b9f1e9be647af1ccded98a58bdb760: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/16/0ead044327799697f360434b0a5d7659023f85: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/16/17654966edd144a39dfd22930868c13f0fd19e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/16/18260eef748d6019cab2f7973b3004daaeab9e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/16/4813eedc74957dd77d63ca292a3473cd8ee150: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/16/7fba81e26987ca478a7bfb47e98a90a4f06825: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/16/b2412c318b73af8f3a15b02f5a6eefc5dd56ad: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/16/ca452118b3afb6557373e457e2ab38eadf1222: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/17/0fa7358bf3092f067e287110078e589cf9685a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/17/55bb1468ef80f0200c2ce7e855288be6119cad: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/17/68c82617dfcb674c4db57355d3610ce1740ca1: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/17/9626e90cfc5ca8281c5e7da50c420b9f6981db: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/17/a0faaf942ce3363a404de4fb6ec7f7ca496ba7: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/17/c1f2e96d684c8531708b53b6a6e6e25030cce6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/18/1a8833eba10bed5fddc1c5b3eacf7e9bc6c9d3: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/18/981f96386d4c110e6e29355b7e706025bd3c6c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/18/eae028ac152f71b5e1f9d7d25b2077d8de9103: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1a/015f4ce2cfbc3c10c2a9f84028f97cc2857df5: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1a/31ef6d16de96c8706cb5cec9905c566583bbd8: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1a/9a864c0bec2848bd90a123b8f4118bb21c3fff: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1c/573744442497e3c3b76783e8d63ab4ac0b27a6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1c/e5e219f503202e9ca9f82de05a1fbc36544123: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1d/215665584eafec71f0136e9c886316d92e9c71: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1d/3f55d3ba4674ba950b99bcc9c8cd7e7a1d3ed7: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1d/64b61c1056281e397961085d094d85d3d1adb1: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1d/81742e721968e1bfd40631c59c0141a5d34548: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1e/46b97d1b0726ecd38db0be365e4f17c0c8da64: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1f/60d6552625145d341e80fa4aa2e68967c59c4a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1f/88f9a17404683f56089ea5e6d029b5c8f74243: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/1f/b23da35150f9d3553bc30118e737920bc98060: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/20/790bceb9e2a2fa384aaffc5d06a0bf2a58d227: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/20/cf4030792013dc95bb8e2e78c8df62889995a4: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/21/24ecf0cd366c8ff87674cbcb078f05603a74c6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/21/51b588a0216a68015d36fcb7bfb4297d0b547b: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/21/5597453299675f6fe9e4e5bc41be56c0e25d23: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/22/29cce0ba486db3d01166983f74ee8d7a024f63: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/22/2ddefb0e9f58cf62eb358fdc220cd6804c3eb1: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/22/4ac69097086ec0c132704b24b0f7e1d0f7e112: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/23/02f13926b579534659405865993d6e4bfc8643: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/23/4335389a1b6397e5a222a6c0a9e450042ca7ae: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/23/4a0cc7a2184aa91b4f5380de80ada1e9e62b2c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/23/d97ae843cbd4c6302bdcf6536686d9a9c335b6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/24/556367365ca236680a7227e6c9327fc64844a2: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/24/6adf868bb147bd7e8745206f47ab6135cb1175: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/24/c262e4360a7e58ac11ac358089c4cd0edd14ae: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/25/4286506356a3ec3008d5ce3de4e7e5f4dc1d26: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/25/519cf35433eb86260a5b1538cb4ce7c2d8a2fd: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/25/6bddafb1adc6cfd0ddbcf8a4878d11e0f67a4f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/25/8ddb920c6c85472de422b53e398625e7ff759e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/25/f4842f06a59e130482ae252b831f0802ba8a28: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/27/5927dd5441064508b012637e133e53ca2ee8da: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/27/d8b4b25218dc86ab8426d45bde070c919152fc: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/27/ff91f18f17b0980296e9c3043a79210738a43a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/28/09e0ab95c9591aa52cce7d0855037ecdec81f4: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/28/9c5c543f391d264da3bbb13e64a210a78cab4d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/29/0539107eece22c5dfbaa262e5ac20c8487185d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/29/2f65ffbe34fda8a012e7cff6773a86987a1ddb: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/29/37608e34b90045cc99b3804bb33099db172d38: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/29/3b9317a866a9b721843729ebc6cd3619d41b2e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/29/7ae65eed8a663a1cfe6335b872e45afcde80d7: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2a/21d8fa2c928664e03ad72ae360e400da0e354b: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2a/328ff98a0ce971df5a7abe7eaa1aa2956ce794: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2a/c7860fd8b3a74db552cfd3e0cadd7187479c11: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2b/2ef9d9cb981edf8b0ac0aefd21eeaa6f942990: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2b/2f47ff76b797b98b5ad78e1dda36ccb9498ee9: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2b/710f5008fe2f6e70510bd0154679a3250b80f8: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2b/7183ce96d8a9496a5b7c4c3d43ce7e71fbd59c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2c/11b69b5fbe5713aec09a2341554d70880bd530: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2d/00b1cfda0b84e72b7bcac9356d6fc941bcb6fa: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2d/18b22afde988884421df8353ec0bfafce5541d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2d/1e7ffe15f3370e627ade59a9b2a4ba36ad24b0: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2d/4353fcf56eae20823172d93f2d4e6dfe6f0d8b: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2d/76b2a798f4dc1d153ef247d589005f7e31be4d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2d/f64250c3d2051a3859f316189eabf57afbe360: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2e/00dabcc809b01ee7ef0fe35a4ec16658259942: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2e/1dfcaf361514a8cce8c63cbbd29f08830b58e9: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2e/4b70c471e659432e23942350e48fbd3d0dec20: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2e/85f0cf14c8564bb7f9562829c41a3db7017664: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2e/c9cec8df9600a7866225de3c596970c7f1f5f6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2e/ebc195ff2648ee6f0c74fb42e9e7de4b41c83a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2f/2ab027d5e4f634ef9a264db6fd50871dac6b46: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2f/4663dd13b41348443553f95987ccb10a4cbd0a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/2f/645dd0661625165b5418cf4b92d650e2d70480: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/30/2ca6e79c52a4b52c2b8cd20b80ab6f7811cea1: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/30/dd66df8ccb2443b40cc7915023f2af94271230: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/30/e960343778576ed102021b1652e2a2cfafa750: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/31/0f2015502119ab4e28a0e7faf208caff79b6b6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/31/6f4efd31d413d122e68b6336bce6174b322854: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/31/8ed0d0e2b4196271d9930f1c294b99c4b11241: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/32/aec1755e9217556f302b0dcef46dbc7d7dbb6f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/33/7024908ad70f73b49e153a87e55031dfa1a07f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/33/a0ff511a0ce17aaeebb1b708ae6f0ee0b3e5be: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/33/b79b11d3b704a7192e689122c2287025b5b75e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/33/e461e70a18cb8fcbd680800ab806ed6c8fe063: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/34/121190d08566bec3b4cf90c904ed53d7e7f87d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/34/5e6aef713208c8d50cdea23b85e6ad831f0449: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/34/64edefb98aa3ba44dfc554b70142720c5aedcb: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/34/88ff6f0e5d42ea21beaaa17319413e5b2f0355: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/34/d7deaadf36235d3ec8c6dd1174a20292616e6d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/34/f4c602dd38405d2175b9b70f8c2e9712ea3011: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/35/5e0612f5020c83f4c71a36f39ebfabf19d6824: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/35/c2a1456a02f46120435e9bbbbc53060a5e633c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/35/ca69f37e156f4bafd0ba0c4f4af726747b7ea5: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/36/06d254324d10fcd1fa4568bfb0efe0079b1f04: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/36/a49043463669583ac3d53dea46763ba9cab40c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/36/b280c5c0795bf11b5e0326d5d60b5e0b805ca2: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/36/e917b93ea41a0df90b0b1998f3b9c0f9971da0: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/37/205d0046c700d89051e4284b6b349261d36b2a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/37/8a2c4c2d5462e284a0397dc7a7172c1b08df5c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/37/d4b719d7e409eeeb2f0160b5ccbbcddb030eb6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/27c47e207d747103c2790adc229c047e060200: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/2bfb8476f6c2e22afc6c3b2d04a9710fb03606: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/567fb6687e54a51666fa0b6d7625e80610764b: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/800cf26d342b9bea983aedcbbaa0a6ee393ad8: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/86dc35f6f356ecfea1d8d2833f312c881e091b: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/8be0f912a0ba5e323a50f7f839befbf9c33373: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/be119dbd0e906a265ad3efd00d1a96f5bded8f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/38/c312b16a53f5a74fdcbcaf59c02bed183c2d40: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/39/6c9efcdebfef6e95f281eb5c7dd5054fd4483a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/39/7906ef79a8f1a17b94fc86383cbaa7393ad8af: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/39/8304de124422732feb75c2a5a58d8f2eb991e3: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3a/232b818b45ce55a6627e9ebf05c8ffb6746ec8: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3a/85e3e17d9fe74e9640a4a14b4d3a6950c87728: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3a/a9eabb0bbe9b6515e6f433c1d66deed0a1a76f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3b/2b584aa0d5afef5012b5af0b594f07c2411369: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3b/6f6ff0a7bce170cc82df8d90df4b0d659e2006: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3b/a8729464d2ffc759a212b83ee889e2835bc716: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3b/c458cd9b7e42903ec24343f8d9608b28037ae1: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3c/70b59566b50a2f86f37440d7e339d12a3b5e2d: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3c/833f41c34a3763cbf3596d3668ad0c73fa1918: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3c/c41cc8539ff7a6e7aa9bb2d5fd2dfd136b2983: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3c/e6106230a2a550e28f174773e3b7bce59ef299: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3d/224006d4a73778150c75aa3cc8d46af21b93d5: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3d/721c813688498f0da238b87eb7ae79e52e77ec: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3e/0265d25775fcfeedef454ac00e2531808a50f6: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3e/c0c047ad338e1b8ebabc358a700fbd29f4f63e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/3e/df2f7445045fae8e71ff6596e0979375c84239: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/41/42f1528264e918e5bc50ac9ec25e8d21d10902: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/41/74e00f0a656a3a7a01566fda9a0756a98c11fc: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/41/8a9c41f76bcbe188673dba8fc1d6a0d21506c5: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/42/22fec341831f95a80600cea4f24954d40d1a5e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/42/725b2d3dec64d7de59f35b388e073db4332652: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/42/d48be2991105c57dbd5178ac64c58945c6d3b3: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/43/0532dbdbdc757654332fb5b67053220697906f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/43/2b370c164bfcd93bd3d1acd096ad212588cf1b: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/43/3892edf7f8466cb73df9c71d3a383f711be11a: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/43/3ab475b191de528a1ab8292214281046cbf678: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/43/5ea3be849dd3b3a38071d4932bcca9cd7fe8de: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/43/c02039f4c05aa8134fed319221fc2c72b77dc9: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/44/0366813b898c764b276a5dbb6523fcafc66eb2: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/44/387faff3095c27049d8adb2bd961d137b9b4e0: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/44/440176a36fbf703800f9ba040be10a12cfc390: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/44/a7d884e45928efead725bdc5c2f1928b5ccc4f: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/44/e2ea89ae119abac7218a1cb0ea0f4decc33132: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/45/db8a48644c6829ff1af588106ea27c97e36743: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/46/17010b0cc97d1799c5fad19cba749f8b764959: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/46/3a4ad62b57ed0fa8ace182a92b211c3954404e: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/46/4d5e0e713ce2c86133907ee16eb6db0608e1a9: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/46/c9f18d029f0147d328d0d6a6a7b4bd717467c4: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/46/f8cedfa40ec8a8dfd11f6b1f915da1bd0c3be8: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/47/032cb6229158381d8daad101f712a8f156fc4c: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/47/6e7f86ff8f63f9e9cd11a213937e20edc00937: Parent folder conflict propagated down to children
2025-12-21 08:08:28: /.git/objects/47/74ecd4e1b5d45770b92d54af3600452edcf543: Parent folder conflict propagated down to children
