2025-12-21 02:13:06: Server: SSH-2.0-OpenSSH_9.6p1 Ubuntu-3ubuntu13.14
2025-12-21 02:13:06: Server KEXes: sntrup761x25519-sha512@openssh.com,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256,ext-info-s,kex-strict-s-v00@openssh.com
2025-12-21 02:13:06: Server Host Keys: rsa-sha2-512,rsa-sha2-256,ecdsa-sha2-nistp256,ssh-ed25519
2025-12-21 02:13:06: Chosen Host Key: ssh-ed25519
2025-12-21 02:13:06: Ciphers: chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com
2025-12-21 02:13:06: MACs: umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1
2025-12-21 02:13:06: Auth: start: publickey
2025-12-21 02:13:06: Auth: publickey: no keys available
2025-12-21 02:13:06: Auth: start: password
2025-12-21 02:13:08: -- Analysis Started by On File Change, After Delay
2025-12-21 02:13:08: R: State File has changed, so re-read it: sftp://os3-310-44666.vs.sakura.ne.jp/home/ubuntu/VPSsync/01-WorkspaceSync/modelica-shared/CustomLib/FluidSystemComponents/_gsdata_/_file_state_v4._gs
2025-12-21 02:13:08: R: Reading State File sftp://os3-310-44666.vs.sakura.ne.jp/home/ubuntu/VPSsync/01-WorkspaceSync/modelica-shared/CustomLib/FluidSystemComponents/_gsdata_/_file_state_v4._gs
2025-12-21 02:13:10: /HydroThermal/Examples/ComponentUsage: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/ComponentUsage/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/Temp: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/Test: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/Test/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/Temp/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/Tutorial: unresolved conflict results in No Copy
2025-12-21 02:13:10: /InteractiveSimulation/System/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HydroThermal/Examples/Tutorial/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/BaseClasses: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Examples/HeatTransferDevices: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components/SubComponents: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components/SubComponents/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components/SubComponents/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components/SubComponents/Examples/Test: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components/SubComponents/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Components/SubComponents/Examples/Test/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Examples/HeatTransferDevices/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Examples/test: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/Examples/test/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/BaseClasses/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /HeatTransfer/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/CoolProp: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/CoolProp/Hydrogen: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/CoolProp/Hydrogen/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/CoolProp/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/Examples/Test: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/Examples/Test/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/MixtureGas: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/MixtureGas/Mixture_N2O2: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/MixtureGas/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/MixtureGas/Mixture_N2O2/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/CommonBaseClasses: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/CommonBaseClasses/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/FluidData: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/FluidData/IdealConstAirNASAGlennModel: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/FluidData/IdealConstAirNASAGlennModel/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/FluidData/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/IdealConstAirNASAGlennModel: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/IdealConstAirNASAGlennModel/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/ThermoPropertyData: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Fittings: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Fittings/BaseClasses: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Fittings/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Fittings/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Fittings/BaseClasses/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Fittings/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/ThermoPropertyData/IdealConstAirNASAGlennModel: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/ThermoPropertyData/IdealConstAirNASAGlennModel/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Media/SingleGas/ThermoPropertyData/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Sources: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Vessels: unresolved conflict results in No Copy
2025-12-21 02:13:10: /package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Sources/BaseClasses: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Vessels/BaseClasses: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Vessels/BaseClasses/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Sources/BaseClasses/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Vessels/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Vessels/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Vessels/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /MSLfluidWithVisualization/Sources/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sensor: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sources: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Types: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Types/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Types/Switches: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Types/Switches/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sources/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sources/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sources/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sensor/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sensor/icons: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sensor/icons/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sensor/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Sensor/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Utilities: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Utilities/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Utilities/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Utilities/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Utilities/UnitConversion: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Utilities/UnitConversion/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Visualizers: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Visualizers/Examples: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Visualizers/Examples/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Visualizers/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Visualizers/Types: unresolved conflict results in No Copy
2025-12-21 02:13:10: /Visualizers/Types/package.order: unresolved conflict results in No Copy
2025-12-21 02:13:10: Save State File C:/Users/grabacr/VPSsync/01-WorkspaceSync/modelica-shared/CustomLib/FluidSystemComponents/_gsdata_/_file_state_v4._gs
2025-12-21 02:13:12: Save State File sftp://os3-310-44666.vs.sakura.ne.jp/home/ubuntu/VPSsync/01-WorkspaceSync/modelica-shared/CustomLib/FluidSystemComponents/_gsdata_/_file_state_v4._gs
2025-12-21 02:13:32: == Sync Complete. Time: 00:00:23, Speed: 0.00/s, OK: 5,288, Errors: 0, Conflicts: 165
