#1
#	time	volume.medium.T	volume.medium.p	der(volume.medium.T)	der(volume.medium.p)	der(volume.U)	der(volume.m)	der(volume.medium.d)	der(volume.medium.u)	der(volume.ports[5].h_outflow)	boundary.medium.MM	boundary.medium.R_s	boundary.medium.T_degC	boundary.medium.X[1]	boundary.medium.d	boundary.medium.p_bar	boundary.medium.u	boundary1.medium.MM	boundary1.medium.R_s	boundary1.medium.T_degC	boundary1.medium.X[1]	boundary1.medium.d	boundary1.medium.p_bar	boundary1.medium.u	boundary11.medium.MM	boundary11.medium.R_s	boundary11.medium.T_degC	boundary11.medium.X[1]	boundary11.medium.d	boundary11.medium.p_bar	boundary11.medium.u	m_flow_orifice1.m_flow_dat	m_flow_orifice1.port_a.m_flow	m_flow_orifice1.port_b.m_flow	m_flow_par_test.port_a.m_flow	m_flow_par_test.port_b.m_flow	orifice.A_mean	orifice.F_p	orifice.I	orifice.Ib_flow	orifice.V_flow	orifice.d	orifice.dp	orifice.dp_fg	orifice.m_flow	orifice.pathLength	orifice.port_a_T	orifice.port_b_T	orifice1.A_mean	orifice1.F_p	orifice1.I	orifice1.Ib_flow	orifice1.V_flow	orifice1.d	orifice1.dp	orifice1.dp_fg	orifice1.pathLength	orifice1.port_a_T	orifice1.port_b_T	orifice2.A_mean	orifice2.F_p	orifice2.I	orifice2.Ib_flow	orifice2.V_flow	orifice2.d	orifice2.dp	orifice2.dp_fg	orifice2.m_flow	orifice2.pathLength	orifice2.port_a_T	orifice2.port_b_T	volume.Hb_flow	volume.U	volume.Wb_flow	volume.heatTransfer.heatPorts[1].Q_flow	volume.heatTransfer.surfaceAreas[1]	volume.m	volume.m_flow_turbulent[1]	volume.m_flow_turbulent[2]	volume.m_flow_turbulent[3]	volume.m_flow_turbulent[4]	volume.m_flow_turbulent[5]	volume.mb_flow	volume.medium.MM	volume.medium.R_s	volume.medium.T_degC	volume.medium.X[1]	volume.medium.d	volume.medium.p_bar	volume.medium.u	volume.portAreas[1]	volume.portAreas[2]	volume.portAreas[3]	volume.portAreas[4]	volume.portAreas[5]	volume.portInDensities[1]	volume.portInDensities[2]	volume.portInDensities[3]	volume.portInDensities[4]	volume.portInDensities[5]	volume.portVelocities[1]	volume.portVelocities[2]	volume.portVelocities[3]	volume.portVelocities[4]	volume.portVelocities[5]	volume.ports[5].h_outflow	volume.ports[4].m_flow	volume.ports[5].m_flow	volume.ports_E_flow[1]	volume.ports_E_flow[2]	volume.ports_E_flow[3]	volume.ports_E_flow[4]	volume.ports_E_flow[5]	volume.ports_H_flow[1]	volume.ports_H_flow[2]	volume.ports_H_flow[3]	volume.ports_H_flow[4]	volume.ports_H_flow[5]	volume.ports_penetration[1]	volume.ports_penetration[2]	volume.ports_penetration[3]	volume.ports_penetration[4]	volume.ports_penetration[5]	volume.s[1]	volume.s[2]	volume.s[3]	volume.s[4]	volume.s[5]	boundary.ports[1].m_flow	boundary1.ports[1].m_flow	boundary1.ports[2].m_flow	boundary1.ports[3].m_flow	boundary11.ports[1].m_flow	m_flow_orifice1.port_a.p	m_flow_orifice1.port_b.h_outflow	m_flow_par_test.port_a.p	m_flow_par_test.port_b.h_outflow	orifice.F_fg	orifice.port_a.h_outflow	orifice.port_a.m_flow	orifice.port_b.m_flow	orifice.port_b.p	orifice1.F_fg	orifice1.m_flow	orifice1.port_a.m_flow	orifice1.port_a.p	orifice1.port_b.h_outflow	orifice1.port_b.m_flow	orifice2.F_fg	orifice2.port_a.m_flow	orifice2.port_a.p	orifice2.port_b.h_outflow	orifice2.port_b.m_flow	volume.Qb_flow	volume.heatTransfer.Q_flows[1]	volume.heatTransfer.Ts[1]	volume.heatTransfer.heatPorts[1].T	volume.heatTransfer.states[1].T	volume.heatTransfer.states[1].p	volume.medium.h	volume.medium.state.T	volume.medium.state.p	volume.ports[1].h_outflow	volume.ports[2].h_outflow	volume.ports[3].h_outflow	volume.ports[4].h_outflow	volume.ports[1].m_flow	volume.ports[2].m_flow	volume.ports[3].m_flow	volume.ports[1].p	volume.ports[2].p	volume.ports[3].p	volume.ports[4].p	volume.ports[5].p	volume.vessel_ps_static[1]	volume.vessel_ps_static[2]	volume.vessel_ps_static[3]	volume.vessel_ps_static[4]	volume.vessel_ps_static[5]
	double table01(102,179)																																																																																																																																																																																		
	5.1	288.150000000162	146611.332103296	-3.46406406716E-09	3.1744393947867E-07	7.7261574916E-10	2.514655E-14	2.514655151E-11	-2.4845094800874E-06	-3.4788733138804E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077019	0	0	0	0	7.85398163397448E-05	-4.19313617123077	0	0	0.0165045405114791	2.09524461594045	53388.6678967041	53388.667896704	0.0399075811346526	0	288.15	288.15	7.85398163397448E-05	-3.66084546274372	0	0	0.0180117487778907	1.49075064188984	46611.332103296	46611.332103296	0	288.150000000162	288.150000000162	1.96349540849362E-05	-0.915211365685929	0	0	0.00454411230833293	1.49075064188984	46611.332103296	46611.332103296	0.00798151622692548	0	288.150000000157	288.150000000157	7.7261574916E-10	364.87358351026	0	0	0.0483597586204941	0.00177251333567849	1E+060	1E+060	1E+060	1E+060	1E+060	2.514655E-14	0.0289651159	287.051224952979	15.0000000001618	1	1.77251333567849	1.46611332103296	205850.9666279	0	0	0	0	0	1.77251333567948	1.77251333567948	1.77251333567948	1.77251333567849	1.77251333567849	0	0	0	0	0	288564.777098148	0	0	0	0	0	0	0	11515.9222546408	-9212.73780371199	-2303.184450928	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346526	0.0319260649077019	0	0	0.00798151622692548	146611.332103296	288564.777098148	146611.332103296	288564.777098148	4.19313617123077	288564.777098148	0.0399075811346526	-0.0399075811346526	146611.332103296	3.66084546274372	0.0319260649077019	0.0319260649077019	146611.332103296	288564.777098148	-0.0319260649077019	0.915211365685929	0.00798151622692548	146611.332103296	288564.777098148	-0.00798151622692548	0	0	288.150000000162	288.150000000162	288.150000000162	146611.332103296	288564.777098148	288.150000000162	146611.332103296	288564.777098148	288564.777098148	288564.777098148	288564.777098148	0.0399075811346526	-0.0319260649077019	-0.00798151622692548	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296
	5.2	288.150000000157	146611.332103296	-3.36524975461E-09	3.0975269372922E-07	7.5397110777E-10	2.444572E-14	2.444572322E-11	-2.41363749517906E-06	-3.37963655951282E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077024	0	0	0	0	7.85398163397448E-05	-4.19313617123073	0	0	0.016504540511479	2.09524461594046	53388.6678967036	53388.6678967036	0.0399075811346524	0	288.15	288.15	7.85398163397448E-05	-3.66084546274375	0	0	0.0180117487778906	1.49075064188986	46611.3321032964	46611.3321032964	0	288.150000000157	288.150000000157	1.96349540849362E-05	-0.915211365685937	0	0	0.0045441123083329	1.49075064188986	46611.3321032964	46611.3321032964	0.00798151622692559	0	288.150000000153	288.150000000153	7.5397110777E-10	364.873583510261	0	0	0.0483597586204941	0.00177251333567852	1E+060	1E+060	1E+060	1E+060	1E+060	2.444572E-14	0.0289651159	287.051224952979	15.0000000001572	1	1.77251333567852	1.46611332103296	205850.966627897	0	0	0	0	0	1.77251333567949	1.77251333567949	1.77251333567949	1.77251333567852	1.77251333567852	0	0	0	0	0	288564.777098143	0	0	0	0	0	0	0	11515.9222546407	-9212.73780371197	-2303.18445092799	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346524	0.0319260649077024	0	0	0.00798151622692559	146611.332103296	288564.777098143	146611.332103296	288564.777098143	4.19313617123073	288564.777098143	0.0399075811346524	-0.0399075811346524	146611.332103296	3.66084546274375	0.0319260649077024	0.0319260649077024	146611.332103296	288564.777098143	-0.0319260649077024	0.915211365685937	0.00798151622692559	146611.332103296	288564.777098143	-0.00798151622692559	0	0	288.150000000157	288.150000000157	288.150000000157	146611.332103296	288564.777098143	288.150000000157	146611.332103296	288564.777098143	288564.777098143	288564.777098143	288564.777098143	0.0399075811346524	-0.0319260649077024	-0.00798151622692559	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296	146611.332103296
	5.3	288.150000000153	146611.332103297	-3.26516052657E-09	3.0041435827041E-07	7.3123374023E-10	2.371714E-14	2.371713936E-11	-2.34185111043E-06	-3.27911943925026E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077028	0	0	0	0	7.85398163397448E-05	-4.1931361712307	0	0	0.0165045405114789	2.09524461594048	53388.6678967032	53388.6678967032	0.0399075811346522	0	288.15	288.15	7.85398163397448E-05	-3.66084546274378	0	0	0.0180117487778905	1.49075064188988	46611.3321032968	46611.3321032968	0	288.150000000153	288.150000000153	1.96349540849362E-05	-0.915211365685946	0	0	0.00454411230833288	1.49075064188988	46611.3321032968	46611.3321032968	0.00798151622692571	0	288.150000000148	288.150000000148	7.3123374023E-10	364.873583510262	0	0	0.0483597586204941	0.00177251333567855	1E+060	1E+060	1E+060	1E+060	1E+060	2.371714E-14	0.0289651159	287.051224952979	15.0000000001526	1	1.77251333567855	1.46611332103297	205850.966627894	0	0	0	0	0	1.77251333567949	1.77251333567949	1.77251333567949	1.77251333567855	1.77251333567855	0	0	0	0	0	288564.777098138	0	0	0	0	0	0	0	11515.9222546407	-9212.73780371196	-2303.18445092799	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346522	0.0319260649077028	0	0	0.00798151622692571	146611.332103297	288564.777098138	146611.332103297	288564.777098138	4.1931361712307	288564.777098138	0.0399075811346522	-0.0399075811346522	146611.332103297	3.66084546274378	0.0319260649077028	0.0319260649077028	146611.332103297	288564.777098138	-0.0319260649077028	0.915211365685946	0.00798151622692571	146611.332103297	288564.777098138	-0.00798151622692571	0	0	288.150000000153	288.150000000153	288.150000000153	146611.332103297	288564.777098138	288.150000000153	146611.332103297	288564.777098138	288564.777098138	288564.777098138	288564.777098138	0.0399075811346522	-0.0319260649077028	-0.00798151622692571	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297
	5.4	288.150000000148	146611.332103297	-3.16532354633E-09	2.938173903727E-07	7.1531758294E-10	2.302325E-14	2.302324997E-11	-2.27024564382554E-06	-3.17885564517149E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077033	0	0	0	0	7.85398163397448E-05	-4.19313617123067	0	0	0.0165045405114789	2.0952446159405	53388.6678967028	53388.6678967028	0.0399075811346521	0	288.15	288.15	7.85398163397448E-05	-3.66084546274381	0	0	0.0180117487778904	1.49075064188989	46611.3321032972	46611.3321032972	0	288.150000000148	288.150000000148	1.96349540849362E-05	-0.915211365685954	0	0	0.00454411230833286	1.49075064188989	46611.3321032972	46611.3321032972	0.00798151622692581	0	288.150000000144	288.150000000144	7.1531758294E-10	364.873583510263	0	0	0.0483597586204941	0.00177251333567859	1E+060	1E+060	1E+060	1E+060	1E+060	2.302325E-14	0.0289651159	287.051224952979	15.000000000148	1	1.77251333567859	1.46611332103297	205850.96662789	0	0	0	0	0	1.7725133356795	1.7725133356795	1.7725133356795	1.77251333567859	1.77251333567859	0	0	0	0	0	288564.777098134	0	0	0	0	0	0	0	11515.9222546406	-9212.73780371193	-2303.18445092798	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346521	0.0319260649077033	0	0	0.00798151622692581	146611.332103297	288564.777098134	146611.332103297	288564.777098134	4.19313617123067	288564.777098134	0.0399075811346521	-0.0399075811346521	146611.332103297	3.66084546274381	0.0319260649077033	0.0319260649077033	146611.332103297	288564.777098134	-0.0319260649077033	0.915211365685954	0.00798151622692581	146611.332103297	288564.777098134	-0.00798151622692581	0	0	288.150000000148	288.150000000148	288.150000000148	146611.332103297	288564.777098134	288.150000000148	146611.332103297	288564.777098134	288564.777098134	288564.777098134	288564.777098134	0.0399075811346521	-0.0319260649077033	-0.00798151622692581	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297	146611.332103297
	5.5	288.150000000143	146611.332103298	-3.06656424218E-09	2.8265450210343E-07	6.8803274189E-10	2.228079E-14	2.228078833E-11	-2.19941311225207E-06	-3.07967413436603E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077037	0	0	0	0	7.85398163397448E-05	-4.19313617123063	0	0	0.0165045405114788	2.09524461594051	53388.6678967024	53388.6678967024	0.0399075811346519	0	288.15	288.15	7.85398163397448E-05	-3.66084546274385	0	0	0.0180117487778903	1.49075064188991	46611.3321032976	46611.3321032976	0	288.150000000143	288.150000000143	1.96349540849362E-05	-0.915211365685962	0	0	0.00454411230833283	1.49075064188991	46611.3321032976	46611.3321032976	0.00798151622692593	0	288.150000000139	288.150000000139	6.8803274189E-10	364.873583510264	0	0	0.0483597586204941	0.00177251333567862	1E+060	1E+060	1E+060	1E+060	1E+060	2.228079E-14	0.0289651159	287.051224952979	15.0000000001434	1	1.77251333567862	1.46611332103298	205850.966627887	0	0	0	0	0	1.7725133356795	1.7725133356795	1.7725133356795	1.77251333567862	1.77251333567862	0	0	0	0	0	288564.777098129	0	0	0	0	0	0	0	11515.9222546406	-9212.73780371192	-2303.18445092798	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346519	0.0319260649077037	0	0	0.00798151622692593	146611.332103298	288564.777098129	146611.332103298	288564.777098129	4.19313617123063	288564.777098129	0.0399075811346519	-0.0399075811346519	146611.332103298	3.66084546274385	0.0319260649077037	0.0319260649077037	146611.332103298	288564.777098129	-0.0319260649077037	0.915211365685962	0.00798151622692593	146611.332103298	288564.777098129	-0.00798151622692593	0	0	288.150000000143	288.150000000143	288.150000000143	146611.332103298	288564.777098129	288.150000000143	146611.332103298	288564.777098129	288564.777098129	288564.777098129	288564.777098129	0.0399075811346519	-0.0319260649077037	-0.00798151622692593	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298
	5.6	288.150000000139	146611.332103298	-2.9682085345E-09	2.7587780193192E-07	6.7166183726E-10	2.159384E-14	2.159383783E-11	-2.12887004970993E-06	-2.98089794545465E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077042	0	0	0	0	7.85398163397448E-05	-4.1931361712306	0	0	0.0165045405114787	2.09524461594053	53388.667896702	53388.667896702	0.0399075811346518	0	288.15	288.15	7.85398163397448E-05	-3.66084546274388	0	0	0.0180117487778903	1.49075064188993	46611.3321032981	46611.3321032981	0	288.150000000139	288.150000000139	1.96349540849362E-05	-0.91521136568597	0	0	0.0045441123083328	1.49075064188993	46611.3321032981	46611.3321032981	0.00798151622692604	0	288.150000000135	288.150000000135	6.7166183726E-10	364.873583510265	0	0	0.0483597586204941	0.00177251333567865	1E+060	1E+060	1E+060	1E+060	1E+060	2.159384E-14	0.0289651159	287.051224952979	15.0000000001388	1	1.77251333567865	1.46611332103298	205850.966627884	0	0	0	0	0	1.77251333567951	1.77251333567951	1.77251333567951	1.77251333567865	1.77251333567865	0	0	0	0	0	288564.777098124	0	0	0	0	0	0	0	11515.9222546405	-9212.7378037119	-2303.18445092797	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346518	0.0319260649077042	0	0	0.00798151622692604	146611.332103298	288564.777098124	146611.332103298	288564.777098124	4.1931361712306	288564.777098124	0.0399075811346518	-0.0399075811346518	146611.332103298	3.66084546274388	0.0319260649077042	0.0319260649077042	146611.332103298	288564.777098124	-0.0319260649077042	0.91521136568597	0.00798151622692604	146611.332103298	288564.777098124	-0.00798151622692604	0	0	288.150000000139	288.150000000139	288.150000000139	146611.332103298	288564.777098124	288.150000000139	146611.332103298	288564.777098124	288564.777098124	288564.777098124	288564.777098124	0.0399075811346518	-0.0319260649077042	-0.00798151622692604	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298	146611.332103298
	5.7	288.150000000134	146611.332103299	-2.87409940513E-09	2.6234889485806E-07	6.3846528064E-10	2.085138E-14	2.085137618E-11	-2.06137273454501E-06	-2.88638648942368E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077046	0	0	0	0	7.85398163397448E-05	-4.19313617123057	0	0	0.0165045405114787	2.09524461594055	53388.6678967015	53388.6678967015	0.0399075811346516	0	288.15	288.15	7.85398163397448E-05	-3.66084546274392	0	0	0.0180117487778902	1.49075064188995	46611.3321032985	46611.3321032985	0	288.150000000134	288.150000000134	1.96349540849362E-05	-0.915211365685979	0	0	0.00454411230833278	1.49075064188995	46611.3321032985	46611.3321032985	0.00798151622692615	0	288.15000000013	288.15000000013	6.3846528064E-10	364.873583510266	0	0	0.0483597586204941	0.00177251333567869	1E+060	1E+060	1E+060	1E+060	1E+060	2.085138E-14	0.0289651159	287.051224952979	15.0000000001342	1	1.77251333567869	1.46611332103299	205850.966627881	0	0	0	0	0	1.77251333567951	1.77251333567951	1.77251333567951	1.77251333567869	1.77251333567869	0	0	0	0	0	288564.77709812	0	0	0	0	0	0	0	11515.9222546405	-9212.73780371188	-2303.18445092797	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346516	0.0319260649077046	0	0	0.00798151622692615	146611.332103299	288564.77709812	146611.332103299	288564.77709812	4.19313617123057	288564.77709812	0.0399075811346516	-0.0399075811346516	146611.332103299	3.66084546274392	0.0319260649077046	0.0319260649077046	146611.332103299	288564.77709812	-0.0319260649077046	0.915211365685979	0.00798151622692615	146611.332103299	288564.77709812	-0.00798151622692615	0	0	288.150000000134	288.150000000134	288.150000000134	146611.332103299	288564.77709812	288.150000000134	146611.332103299	288564.77709812	288564.77709812	288564.77709812	288564.77709812	0.0399075811346516	-0.0319260649077046	-0.00798151622692615	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299
	5.8	288.15000000013	146611.332103299	-2.77170803506E-09	2.5647766357368E-07	6.2436811277E-10	2.015055E-14	2.01505479E-11	-1.98793519855321E-06	-2.78355738522962E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.031926064907705	0	0	0	0	7.85398163397448E-05	-4.19313617123054	0	0	0.0165045405114786	2.09524461594056	53388.6678967011	53388.6678967011	0.0399075811346515	0	288.15	288.15	7.85398163397448E-05	-3.66084546274395	0	0	0.0180117487778901	1.49075064188996	46611.3321032989	46611.3321032989	0	288.15000000013	288.15000000013	1.96349540849362E-05	-0.915211365685987	0	0	0.00454411230833276	1.49075064188996	46611.3321032989	46611.3321032989	0.00798151622692626	0	288.150000000126	288.150000000126	6.2436811277E-10	364.873583510267	0	0	0.0483597586204941	0.00177251333567872	1E+060	1E+060	1E+060	1E+060	1E+060	2.015055E-14	0.0289651159	287.051224952979	15.0000000001296	1	1.77251333567872	1.46611332103299	205850.966627877	0	0	0	0	0	1.77251333567952	1.77251333567952	1.77251333567952	1.77251333567872	1.77251333567872	0	0	0	0	0	288564.777098115	0	0	0	0	0	0	0	11515.9222546405	-9212.73780371186	-2303.18445092797	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346515	0.031926064907705	0	0	0.00798151622692626	146611.332103299	288564.777098115	146611.332103299	288564.777098115	4.19313617123054	288564.777098115	0.0399075811346515	-0.0399075811346515	146611.332103299	3.66084546274395	0.031926064907705	0.031926064907705	146611.332103299	288564.777098115	-0.031926064907705	0.915211365685987	0.00798151622692626	146611.332103299	288564.777098115	-0.00798151622692626	0	0	288.15000000013	288.15000000013	288.15000000013	146611.332103299	288564.777098115	288.15000000013	146611.332103299	288564.777098115	288564.777098115	288564.777098115	288564.777098115	0.0399075811346515	-0.031926064907705	-0.00798151622692626	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299
	5.9	288.150000000125	146611.332103299	-2.67304963003E-09	2.4641132232885E-07	5.9981175582E-10	1.942196E-14	1.942196404E-11	-1.91717503423758E-06	-2.68447720489771E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077055	0	0	0	0	7.85398163397448E-05	-4.1931361712305	0	0	0.0165045405114785	2.09524461594058	53388.6678967007	53388.6678967007	0.0399075811346513	0	288.15	288.15	7.85398163397448E-05	-3.66084546274398	0	0	0.01801174877789	1.49075064188998	46611.3321032993	46611.3321032993	0	288.150000000125	288.150000000125	1.96349540849362E-05	-0.915211365685995	0	0	0.00454411230833273	1.49075064188998	46611.3321032993	46611.3321032993	0.00798151622692637	0	288.150000000121	288.150000000121	5.9981175582E-10	364.873583510268	0	0	0.0483597586204941	0.00177251333567875	1E+060	1E+060	1E+060	1E+060	1E+060	1.942196E-14	0.0289651159	287.051224952979	15.0000000001249	1	1.77251333567875	1.46611332103299	205850.966627874	0	0	0	0	0	1.77251333567952	1.77251333567952	1.77251333567952	1.77251333567875	1.77251333567875	0	0	0	0	0	288564.777098111	0	0	0	0	0	0	0	11515.9222546404	-9212.73780371184	-2303.18445092796	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346513	0.0319260649077055	0	0	0.00798151622692637	146611.332103299	288564.777098111	146611.332103299	288564.777098111	4.1931361712305	288564.777098111	0.0399075811346513	-0.0399075811346513	146611.332103299	3.66084546274398	0.0319260649077055	0.0319260649077055	146611.332103299	288564.777098111	-0.0319260649077055	0.915211365685995	0.00798151622692637	146611.332103299	288564.777098111	-0.00798151622692637	0	0	288.150000000125	288.150000000125	288.150000000125	146611.332103299	288564.777098111	288.150000000125	146611.332103299	288564.777098111	288564.777098111	288564.777098111	288564.777098111	0.0399075811346513	-0.0319260649077055	-0.00798151622692637	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299	146611.332103299
	6	288.15000000012	146611.3321033	-2.57520753562E-09	2.3707752521544E-07	5.7707438827E-10	1.870726E-14	1.870725796E-11	-1.8470003473965E-06	-2.58621682500462E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077059	0	0	0	0	7.85398163397448E-05	-4.19313617123047	0	0	0.0165045405114785	2.0952446159406	53388.6678967002	53388.6678967002	0.0399075811346511	0	288.15	288.15	7.85398163397448E-05	-3.66084546274402	0	0	0.0180117487778899	1.49075064189	46611.3321032998	46611.3321032998	0	288.15000000012	288.15000000012	1.96349540849362E-05	-0.915211365686004	0	0	0.00454411230833271	1.49075064189	46611.3321032998	46611.3321032998	0.00798151622692648	0	288.150000000117	288.150000000117	5.7707438827E-10	364.873583510269	0	0	0.0483597586204941	0.00177251333567879	1E+060	1E+060	1E+060	1E+060	1E+060	1.870726E-14	0.0289651159	287.051224952979	15.0000000001203	1	1.77251333567879	1.466113321033	205850.966627871	0	0	0	0	0	1.77251333567953	1.77251333567953	1.77251333567953	1.77251333567879	1.77251333567879	0	0	0	0	0	288564.777098106	0	0	0	0	0	0	0	11515.9222546404	-9212.73780371182	-2303.18445092796	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346511	0.0319260649077059	0	0	0.00798151622692648	146611.3321033	288564.777098106	146611.3321033	288564.777098106	4.19313617123047	288564.777098106	0.0399075811346511	-0.0399075811346511	146611.3321033	3.66084546274402	0.0319260649077059	0.0319260649077059	146611.3321033	288564.777098106	-0.0319260649077059	0.915211365686004	0.00798151622692648	146611.3321033	288564.777098106	-0.00798151622692648	0	0	288.15000000012	288.15000000012	288.15000000012	146611.3321033	288564.777098106	288.15000000012	146611.3321033	288564.777098106	288564.777098106	288564.777098106	288564.777098106	0.0399075811346511	-0.0319260649077059	-0.00798151622692648	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033
	6.1	288.150000000116	146611.3321033	-2.47491195051E-09	2.295660117398E-07	5.5888449424E-10	1.799949E-14	1.799949079E-11	-1.77506595842589E-06	-2.48549246546974E-06	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077064	0	0	0	0	7.85398163397448E-05	-4.19313617123044	0	0	0.0165045405114784	2.09524461594061	53388.6678966998	53388.6678966998	0.039907581134651	0	288.15	288.15	7.85398163397448E-05	-3.66084546274405	0	0	0.0180117487778898	1.49075064189001	46611.3321033002	46611.3321033002	0	288.150000000116	288.150000000116	1.96349540849362E-05	-0.915211365686012	0	0	0.00454411230833268	1.49075064189001	46611.3321033002	46611.3321033002	0.0079815162269266	0	288.150000000112	288.150000000112	5.5888449424E-10	364.87358351027	0	0	0.0483597586204941	0.00177251333567882	1E+060	1E+060	1E+060	1E+060	1E+060	1.799949E-14	0.0289651159	287.051224952979	15.0000000001157	1	1.77251333567882	1.466113321033	205850.966627867	0	0	0	0	0	1.77251333567953	1.77251333567953	1.77251333567953	1.77251333567882	1.77251333567882	0	0	0	0	0	288564.777098101	0	0	0	0	0	0	0	11515.9222546403	-9212.7378037118	-2303.18445092795	0	0	1	1	1	1	1	0	0	0	0	0	-0.039907581134651	0.0319260649077064	0	0	0.0079815162269266	146611.3321033	288564.777098101	146611.3321033	288564.777098101	4.19313617123044	288564.777098101	0.039907581134651	-0.039907581134651	146611.3321033	3.66084546274405	0.0319260649077064	0.0319260649077064	146611.3321033	288564.777098101	-0.0319260649077064	0.915211365686012	0.0079815162269266	146611.3321033	288564.777098101	-0.0079815162269266	0	0	288.150000000116	288.150000000116	288.150000000116	146611.3321033	288564.777098101	288.150000000116	146611.3321033	288564.777098101	288564.777098101	288564.777098101	288564.777098101	0.039907581134651	-0.0319260649077064	-0.0079815162269266	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033	146611.3321033
